Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
carballo,com.alonsoruibal.chess.swing,BoardJPanel,setAcceptInput,3,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,BoardJPanel,18,2,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mousePressed,14,3,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseDragged,5,3,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseReleased,18,5,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseClicked,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseMoved,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseEntered,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseExited,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,setFen,35,8,3
carballo,com.alonsoruibal.chess.swing,BoardJPanel,unhighlight,3,2,0
carballo,com.alonsoruibal.chess.swing,BoardJPanel,highlight,6,1,2
carballo,com.alonsoruibal.chess.swing,BoardJPanel,getLastFen,3,1,0
carballo,com.alonsoruibal.chess.swing,ChessApp,init,91,1,0
carballo,com.alonsoruibal.chess.swing,ChessApp,start,3,1,0
carballo,com.alonsoruibal.chess.swing,ChessApp,stop,5,1,0
carballo,com.alonsoruibal.chess.swing,ChessApp,destroy,8,2,0
carballo,com.alonsoruibal.chess.swing,ChessApp,userMove,14,3,2
carballo,com.alonsoruibal.chess.swing,ChessApp,checkUserToMove,20,8,0
carballo,com.alonsoruibal.chess.swing,ChessApp,bestMove,8,2,2
carballo,com.alonsoruibal.chess.swing,ChessApp,update,22,6,1
carballo,com.alonsoruibal.chess.swing,ChessApp,info,2,1,1
carballo,com.alonsoruibal.chess.swing,ChessApp,actionPerformed,3,1,1
carballo,com.alonsoruibal.chess.swing,ChessApp,main,16,1,1
carballo,com.alonsoruibal.chess.swing,ChessApp,windowClosing,3,1,1
carballo,com.alonsoruibal.chess.swing,ImageLoader,loadImages,5,1,1
carballo,com.alonsoruibal.chess.swing,PgnDialog,PgnDialog,15,1,1
carballo,com.alonsoruibal.chess.swing,PgnDialog,setText,3,1,1
carballo,com.alonsoruibal.chess.swing,PieceJLabel,getPiece,3,1,0
carballo,com.alonsoruibal.chess.swing,PieceJLabel,PieceJLabel,9,1,1
carballo,com.alonsoruibal.chess.swing,PieceJLabel,paint,5,1,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,SquareJPanel,17,2,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,paintComponent,7,2,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,drawSquare,4,1,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,drawHighlight,6,2,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,setHighlighted,4,1,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,getIndex,3,1,0
